,Ticker Symbol,Years,Period Ending, Total Revenue , Cost of Goods Sold ," Sales, General and Admin. ", Research and Development , Other Operating Items ,GICS Sector,GICS Sub Industry
359,COF,Year 2,12/31/2013," $24,176,000,000 "," $1,241,000,000 "," $11,682,000,000 ", $-   ," $4,124,000,000 ",Financials,Consumer Finance
360,COF,Year 3,12/31/2014," $23,869,000,000 "," $1,088,000,000 "," $11,648,000,000 ", $-   ," $4,073,000,000 ",Financials,Consumer Finance
361,COF,Year 4,12/31/2015," $25,038,000,000 "," $1,091,000,000 "," $12,566,000,000 ", $-   ," $4,966,000,000 ",Financials,Consumer Finance
362,COG,Year 1,12/31/2012," $1,204,546,000 "," $290,054,000 "," $170,113,000 ", $-   ," $451,405,000 ",Energy,Oil & Gas Exploration & Production
363,COG,Year 2,12/31/2013," $1,746,278,000 "," $400,281,000 "," $147,651,000 ", $-   ," $651,052,000 ",Energy,Oil & Gas Exploration & Production
364,COG,Year 3,12/31/2014," $2,173,011,000 "," $524,880,000 "," $129,602,000 ", $-   ," $632,760,000 ",Energy,Oil & Gas Exploration & Production
365,COG,Year 4,12/31/2015," $1,357,150,000 "," $580,994,000 "," $112,253,000 ", $-   ," $622,211,000 ",Energy,Oil & Gas Exploration & Production
366,COL,Year 1,9/30/2013," $4,474,000,000 "," $3,103,000,000 "," $495,000,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
367,COL,Year 2,9/30/2014," $4,979,000,000 "," $3,469,000,000 "," $594,000,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
368,COL,Year 3,9/30/2015," $5,244,000,000 "," $3,630,000,000 "," $606,000,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
369,COL,Year 4,9/30/2016," $5,259,000,000 "," $3,642,000,000 "," $638,000,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
370,COO,Year 1,10/31/2013," $1,587,725,000 "," $560,917,000 "," $610,735,000 "," $58,827,000 "," $30,239,000 ",Health Care,Health Care Supplies
371,COO,Year 2,10/31/2014," $1,717,776,000 "," $626,206,000 "," $683,115,000 "," $66,259,000 "," $35,710,000 ",Health Care,Health Care Supplies
372,COO,Year 3,10/31/2015," $1,797,060,000 "," $726,798,000 "," $712,543,000 "," $69,589,000 "," $51,459,000 ",Health Care,Health Care Supplies
373,COO,Year 4,10/31/2016," $1,966,814,000 "," $793,735,000 "," $722,798,000 "," $65,411,000 "," $60,790,000 ",Health Care,Health Care Supplies
374,COST,Year 1,9/1/2013," $105,156,000,000 "," $91,948,000,000 "," $10,104,000,000 ", $-   , $-   ,Consumer Staples,Hypermarkets & Super Centers
375,COST,Year 2,8/31/2014," $112,640,000,000 "," $98,458,000,000 "," $10,899,000,000 ", $-   , $-   ,Consumer Staples,Hypermarkets & Super Centers
376,COST,Year 3,8/30/2015," $116,199,000,000 "," $101,065,000,000 "," $11,445,000,000 ", $-   , $-   ,Consumer Staples,Hypermarkets & Super Centers
377,COST,Year 4,8/28/2016," $118,719,000,000 "," $102,901,000,000 "," $12,068,000,000 ", $-   , $-   ,Consumer Staples,Hypermarkets & Super Centers
378,COTY,Year 1,6/30/2003," $1,577,000 "," $258,000 "," $2,410,000 "," $65,000 ", $-   ,Consumer Staples,Personal Products
379,COTY,Year 2,6/30/2004," $1,514,000 "," $142,000 "," $3,940,000 "," $30,000 "," $163,000 ",Consumer Staples,Personal Products
380,COTY,Year 3,2/28/2006," $79,562,000 "," $75,508,000 "," $15,359,000 ", $-   , $-   ,Consumer Staples,Personal Products
381,COTY,Year 4,2/28/2007," $99,642,000 "," $84,477,000 "," $25,853,000 ", $-   , $-   ,Consumer Staples,Personal Products
382,CPB,Year 1,7/28/2013," $8,052,000,000 "," $5,140,000,000 "," $1,653,000,000 "," $128,000,000 ", $-   ,Consumer Staples,Packaged Foods & Meats
383,CPB,Year 2,8/3/2014," $8,268,000,000 "," $5,297,000,000 "," $1,527,000,000 "," $122,000,000 ", $-   ,Consumer Staples,Packaged Foods & Meats
384,CPB,Year 3,8/2/2015," $8,082,000,000 "," $5,300,000,000 "," $1,509,000,000 "," $117,000,000 ", $-   ,Consumer Staples,Packaged Foods & Meats
385,CPB,Year 4,7/31/2016," $7,961,000,000 "," $5,181,000,000 "," $1,665,000,000 "," $124,000,000 ", $-   ,Consumer Staples,Packaged Foods & Meats
386,CRM,Year 1,1/31/2013," $3,050,195,000 "," $683,579,000 "," $2,047,847,000 "," $429,479,000 ", $-   ,Information Technology,Internet Software & Services
387,CRM,Year 2,1/31/2014," $4,071,003,000 "," $968,428,000 "," $2,764,851,000 "," $623,798,000 ", $-   ,Information Technology,Internet Software & Services
388,CRM,Year 3,1/31/2015," $5,373,586,000 "," $1,289,270,000 "," $3,437,032,000 "," $792,917,000 ", $-   ,Information Technology,Internet Software & Services
389,CRM,Year 4,1/31/2016," $6,667,216,000 "," $1,654,548,000 "," $3,951,445,000 "," $946,300,000 ", $-   ,Information Technology,Internet Software & Services
390,CSCO,Year 1,7/27/2013," $48,607,000,000 "," $19,167,000,000 "," $11,802,000,000 "," $5,942,000,000 "," $395,000,000 ",Information Technology,Networking Equipment
391,CSCO,Year 2,7/26/2014," $47,142,000,000 "," $19,373,000,000 "," $11,437,000,000 "," $6,294,000,000 "," $275,000,000 ",Information Technology,Networking Equipment
392,CSCO,Year 3,7/25/2015," $49,161,000,000 "," $19,480,000,000 "," $11,861,000,000 "," $6,207,000,000 "," $359,000,000 ",Information Technology,Networking Equipment
393,CSCO,Year 4,7/30/2016," $49,247,000,000 "," $18,287,000,000 "," $11,433,000,000 "," $6,296,000,000 "," $303,000,000 ",Information Technology,Networking Equipment
394,CSRA,Year 1,4/3/2015," $4,069,746,000 "," $3,282,301,000 "," $194,207,000 ", $-   ," $137,058,000 ",Information Technology,IT Consulting & Other Services
395,CSRA,Year 2,4/1/2016," $4,250,447,000 "," $3,575,631,000 "," $187,244,000 ", $-   ," $182,242,000 ",Information Technology,IT Consulting & Other Services
396,CSX,Year 1,12/31/2013," $12,026,000,000 "," $3,931,000,000 "," $3,518,000,000 ", $-   ," $1,104,000,000 ",Industrials,Railroads
397,CSX,Year 2,12/26/2014," $12,669,000,000 "," $4,100,000,000 "," $3,805,000,000 ", $-   ," $1,151,000,000 ",Industrials,Railroads
398,CSX,Year 3,12/25/2015," $11,811,000,000 "," $3,293,000,000 "," $3,726,000,000 ", $-   ," $1,208,000,000 ",Industrials,Railroads
399,CSX,Year 4,12/30/2016," $11,069,000,000 "," $2,782,000,000 "," $3,597,000,000 ", $-   ," $1,301,000,000 ",Industrials,Railroads
400,CTAS,Year 1,5/31/2013," $4,245,964,000 "," $2,492,655,000 "," $1,187,331,000 ", $-   , $-   ,Industrials,Diversified Support Services
401,CTAS,Year 2,5/31/2014," $4,193,844,000 "," $2,444,085,000 "," $1,147,039,000 ", $-   , $-   ,Industrials,Diversified Support Services
402,CTAS,Year 3,5/31/2015," $4,476,886,000 "," $2,555,549,000 "," $1,224,930,000 ", $-   , $-   ,Industrials,Diversified Support Services
403,CTAS,Year 4,5/31/2016," $4,905,458,000 "," $2,775,588,000 "," $1,348,122,000 ", $-   , $-   ,Industrials,Diversified Support Services
404,CTL,Year 1,12/31/2012," $18,376,000,000 "," $7,639,000,000 "," $3,244,000,000 ", $-   ," $4,780,000,000 ",Telecommunications Services,Integrated Telecommunications Services
405,CTL,Year 2,12/31/2013," $18,095,000,000 "," $7,507,000,000 "," $3,502,000,000 ", $-   ," $4,541,000,000 ",Telecommunications Services,Integrated Telecommunications Services
406,CTL,Year 3,12/31/2014," $18,031,000,000 "," $7,846,000,000 "," $3,347,000,000 ", $-   ," $4,428,000,000 ",Telecommunications Services,Integrated Telecommunications Services
407,CTL,Year 4,12/31/2015," $17,900,000,000 "," $7,778,000,000 "," $3,328,000,000 ", $-   ," $4,189,000,000 ",Telecommunications Services,Integrated Telecommunications Services
408,CTSH,Year 1,12/31/2012," $7,346,472,000 "," $4,278,241,000 "," $1,557,646,000 ", $-   ," $149,089,000 ",Information Technology,IT Consulting & Other Services
409,CTSH,Year 2,12/31/2013," $8,843,200,000 "," $5,265,500,000 "," $1,727,600,000 ", $-   ," $172,200,000 ",Information Technology,IT Consulting & Other Services
410,CTSH,Year 3,12/31/2014," $10,262,700,000 "," $6,141,100,000 "," $2,037,000,000 ", $-   ," $199,700,000 ",Information Technology,IT Consulting & Other Services
411,CTSH,Year 4,12/31/2015," $12,416,000,000 "," $7,440,200,000 "," $2,508,600,000 ", $-   ," $325,200,000 ",Information Technology,IT Consulting & Other Services
412,CTXS,Year 1,12/31/2013," $2,918,434,000 "," $502,795,000 "," $1,476,916,000 "," $516,338,000 "," $41,668,000 ",Information Technology,Internet Software & Services
413,CTXS,Year 2,12/31/2014," $3,142,856,000 "," $620,219,000 "," $1,600,187,000 "," $553,817,000 "," $39,577,000 ",Information Technology,Internet Software & Services
414,CTXS,Year 3,12/31/2015," $3,275,594,000 "," $614,364,000 "," $1,538,027,000 "," $563,975,000 "," $41,595,000 ",Information Technology,Internet Software & Services
415,CTXS,Year 4,12/31/2016," $3,418,265,000 "," $559,541,000 "," $1,620,006,000 "," $489,265,000 "," $29,173,000 ",Information Technology,Internet Software & Services
416,CVS,Year 1,12/31/2013," $126,761,000,000 "," $102,978,000,000 ", $-   , $-   , $-   ,Consumer Staples,Drug Retail
417,CVS,Year 2,12/31/2014," $139,367,000,000 "," $114,000,000,000 ", $-   , $-   , $-   ,Consumer Staples,Drug Retail
418,CVS,Year 3,12/31/2015," $153,290,000,000 "," $126,762,000,000 ", $-   , $-   , $-   ,Consumer Staples,Drug Retail
419,CVS,Year 4,12/31/2016," $177,526,000,000 "," $148,669,000,000 ", $-   , $-   , $-   ,Consumer Staples,Drug Retail
420,CVX,Year 1,12/31/2012," $230,590,000,000 "," $163,336,000,000 "," $17,100,000,000 ", $-   ," $13,413,000,000 ",Energy,Integrated Oil & Gas
421,CVX,Year 2,12/31/2013," $220,156,000,000 "," $159,323,000,000 "," $17,573,000,000 ", $-   ," $14,186,000,000 ",Energy,Integrated Oil & Gas
422,CVX,Year 3,12/31/2014," $200,494,000,000 "," $144,956,000,000 "," $17,034,000,000 ", $-   ," $16,793,000,000 ",Energy,Integrated Oil & Gas
423,CVX,Year 4,12/31/2015," $129,925,000,000 "," $92,785,000,000 "," $16,473,000,000 ", $-   ," $21,037,000,000 ",Energy,Integrated Oil & Gas
424,CXO,Year 1,12/31/2012," $1,819,814,000 "," $343,743,000 "," $133,796,000 ", $-   ," $579,315,000 ",Energy,Oil & Gas Exploration & Production
425,CXO,Year 2,12/31/2013," $2,319,919,000 "," $455,436,000 "," $169,815,000 ", $-   ," $778,655,000 ",Energy,Oil & Gas Exploration & Production
426,CXO,Year 3,12/31/2014," $2,660,147,000 "," $538,374,000 "," $204,161,000 ", $-   ," $986,812,000 ",Energy,Oil & Gas Exploration & Production
427,CXO,Year 4,12/31/2015," $1,803,573,000 "," $541,359,000 "," $230,734,000 ", $-   ," $1,230,853,000 ",Energy,Oil & Gas Exploration & Production
428,D,Year 1,12/31/2012," $12,835,000,000 "," $8,300,000,000 "," $550,000,000 ", $-   ," $1,127,000,000 ",Utilities,Electric Utilities
429,D,Year 2,12/31/2013," $13,120,000,000 "," $8,033,000,000 "," $563,000,000 ", $-   ," $1,208,000,000 ",Utilities,Electric Utilities
430,D,Year 3,12/31/2014," $12,436,000,000 "," $7,881,000,000 "," $542,000,000 ", $-   ," $1,292,000,000 ",Utilities,Electric Utilities
431,D,Year 4,12/31/2015," $11,683,000,000 "," $6,201,000,000 "," $551,000,000 ", $-   ," $1,395,000,000 ",Utilities,Electric Utilities
432,DAL,Year 1,12/31/2013," $37,773,000,000 "," $20,964,000,000 "," $11,349,000,000 ", $-   ," $1,658,000,000 ",Industrials,Airlines
433,DAL,Year 2,12/31/2014," $40,362,000,000 "," $22,967,000,000 "," $12,702,000,000 ", $-   ," $1,771,000,000 ",Industrials,Airlines
434,DAL,Year 3,12/31/2015," $40,704,000,000 "," $17,096,000,000 "," $13,936,000,000 ", $-   ," $1,835,000,000 ",Industrials,Airlines
435,DAL,Year 4,12/31/2016," $39,639,000,000 "," $15,940,000,000 "," $14,845,000,000 ", $-   ," $1,902,000,000 ",Industrials,Airlines
436,DD,Year 1,12/31/2013," $28,998,000,000 "," $17,642,000,000 "," $6,564,000,000 "," $2,037,000,000 ", $-   ,Materials,Diversified Chemicals
437,DD,Year 2,12/31/2014," $28,406,000,000 "," $17,023,000,000 "," $5,536,000,000 "," $1,958,000,000 ", $-   ,Materials,Diversified Chemicals
438,DD,Year 3,12/31/2015," $25,130,000,000 "," $15,112,000,000 "," $5,074,000,000 "," $1,898,000,000 ", $-   ,Materials,Diversified Chemicals
439,DD,Year 4,12/31/2016," $24,594,000,000 "," $14,469,000,000 "," $5,005,000,000 "," $1,641,000,000 ", $-   ,Materials,Diversified Chemicals
440,DE,Year 1,10/31/2013," $37,795,400,000 "," $25,667,300,000 "," $4,426,100,000 "," $1,477,300,000 ", $-   ,Industrials,Construction & Farm Machinery & Heavy Trucks
441,DE,Year 2,10/31/2014," $36,066,900,000 "," $24,775,800,000 "," $4,377,700,000 "," $1,452,000,000 ", $-   ,Industrials,Construction & Farm Machinery & Heavy Trucks
442,DE,Year 3,10/31/2015," $28,862,800,000 "," $20,143,200,000 "," $3,834,400,000 "," $1,425,100,000 ", $-   ,Industrials,Construction & Farm Machinery & Heavy Trucks
443,DE,Year 4,10/31/2016," $26,644,000,000 "," $18,248,900,000 "," $4,018,300,000 "," $1,389,100,000 ", $-   ,Industrials,Construction & Farm Machinery & Heavy Trucks
444,DFS,Year 1,11/30/2012," $8,984,000,000 "," $845,000,000 "," $3,052,000,000 ", $-   ," $848,000,000 ",Financials,Consumer Finance
445,DFS,Year 2,12/31/2013," $9,370,000,000 "," $698,000,000 "," $3,194,000,000 ", $-   ," $1,086,000,000 ",Financials,Consumer Finance
446,DFS,Year 3,12/31/2014," $9,611,000,000 "," $614,000,000 "," $3,340,000,000 ", $-   ," $1,443,000,000 ",Financials,Consumer Finance
447,DFS,Year 4,12/31/2015," $10,002,000,000 "," $623,000,000 "," $3,615,000,000 ", $-   ," $1,512,000,000 ",Financials,Consumer Finance
448,DG,Year 1,2/1/2013," $16,022,128,000 "," $10,936,727,000 "," $3,430,125,000 ", $-   , $-   ,Consumer Discretionary,General Merchandise Stores
449,DG,Year 2,1/31/2014," $17,504,167,000 "," $12,068,425,000 "," $3,699,557,000 ", $-   , $-   ,Consumer Discretionary,General Merchandise Stores
450,DG,Year 3,1/30/2015," $18,909,588,000 "," $13,107,081,000 "," $4,033,414,000 ", $-   , $-   ,Consumer Discretionary,General Merchandise Stores
451,DG,Year 4,1/29/2016," $20,368,562,000 "," $14,062,471,000 "," $4,365,797,000 ", $-   , $-   ,Consumer Discretionary,General Merchandise Stores
452,DGX,Year 1,12/31/2012," $7,383,000,000 "," $4,365,000,000 "," $1,742,000,000 ", $-   ," $75,000,000 ",Health Care,Health Care Facilities
453,DGX,Year 2,12/31/2013," $7,146,000,000 "," $4,326,000,000 "," $1,740,000,000 ", $-   ," $79,000,000 ",Health Care,Health Care Facilities
454,DGX,Year 3,12/31/2014," $7,435,000,000 "," $4,637,000,000 "," $1,721,000,000 ", $-   ," $94,000,000 ",Health Care,Health Care Facilities
455,DGX,Year 4,12/31/2015," $7,493,000,000 "," $4,657,000,000 "," $1,356,000,000 ", $-   ," $81,000,000 ",Health Care,Health Care Facilities
456,DHI,Year 1,9/30/2013," $6,259,300,000 "," $4,853,500,000 "," $649,900,000 ", $-   , $-   ,Consumer Discretionary,Homebuilding
457,DHI,Year 2,9/30/2014," $8,024,900,000 "," $6,268,600,000 "," $826,900,000 ", $-   , $-   ,Consumer Discretionary,Homebuilding
458,DHI,Year 3,9/30/2015," $10,824,000,000 "," $8,535,700,000 "," $1,003,000,000 ", $-   , $-   ,Consumer Discretionary,Homebuilding
459,DHI,Year 4,9/30/2016," $12,157,400,000 "," $9,502,600,000 "," $1,100,300,000 ", $-   , $-   ,Consumer Discretionary,Homebuilding
460,DHR,Year 1,12/31/2012," $18,260,400,000 "," $8,846,100,000 "," $5,181,200,000 "," $1,137,900,000 ", $-   ,Industrials,Industrial Conglomerates
461,DHR,Year 2,12/31/2013," $18,283,100,000 "," $8,941,100,000 "," $5,117,100,000 "," $1,104,400,000 ", $-   ,Industrials,Industrial Conglomerates
462,DHR,Year 3,12/31/2014," $19,154,000,000 "," $9,261,400,000 "," $5,389,000,000 "," $1,157,000,000 ", $-   ,Industrials,Industrial Conglomerates
463,DHR,Year 4,12/31/2015," $20,563,100,000 "," $9,800,600,000 "," $6,054,300,000 "," $1,239,100,000 ", $-   ,Industrials,Industrial Conglomerates
464,DIS,Year 1,9/28/2013," $45,041,000,000 "," $25,034,000,000 "," $8,365,000,000 ", $-   ," $2,192,000,000 ",Consumer Discretionary,Broadcasting & Cable TV
465,DIS,Year 2,9/27/2014," $48,813,000,000 "," $26,420,000,000 "," $8,565,000,000 ", $-   ," $2,288,000,000 ",Consumer Discretionary,Broadcasting & Cable TV
466,DIS,Year 3,10/3/2015," $52,465,000,000 "," $28,364,000,000 "," $8,523,000,000 ", $-   ," $2,354,000,000 ",Consumer Discretionary,Broadcasting & Cable TV
467,DIS,Year 4,10/1/2016," $55,632,000,000 "," $29,993,000,000 "," $8,754,000,000 ", $-   ," $2,527,000,000 ",Consumer Discretionary,Broadcasting & Cable TV
468,DISCA,Year 1,12/31/2013," $5,535,000,000 "," $1,689,000,000 "," $1,598,000,000 ", $-   ," $276,000,000 ",Consumer Discretionary,Cable & Satellite
469,DISCA,Year 2,12/31/2014," $6,265,000,000 "," $2,124,000,000 "," $1,692,000,000 ", $-   ," $329,000,000 ",Consumer Discretionary,Cable & Satellite
470,DISCA,Year 3,12/31/2015," $6,394,000,000 "," $2,343,000,000 "," $1,669,000,000 ", $-   ," $330,000,000 ",Consumer Discretionary,Cable & Satellite
471,DISCA,Year 4,12/31/2016," $6,497,000,000 "," $2,432,000,000 "," $1,690,000,000 ", $-   ," $322,000,000 ",Consumer Discretionary,Cable & Satellite
472,DISCK,Year 1,12/31/2013," $5,535,000,000 "," $1,689,000,000 "," $1,598,000,000 ", $-   ," $276,000,000 ",Consumer Discretionary,Cable & Satellite
473,DISCK,Year 2,12/31/2014," $6,265,000,000 "," $2,124,000,000 "," $1,692,000,000 ", $-   ," $329,000,000 ",Consumer Discretionary,Cable & Satellite
474,DISCK,Year 3,12/31/2015," $6,394,000,000 "," $2,343,000,000 "," $1,669,000,000 ", $-   ," $330,000,000 ",Consumer Discretionary,Cable & Satellite
475,DISCK,Year 4,12/31/2016," $6,497,000,000 "," $2,432,000,000 "," $1,690,000,000 ", $-   ," $322,000,000 ",Consumer Discretionary,Cable & Satellite
476,DLPH,Year 1,12/31/2013," $15,051,000,000 "," $12,274,000,000 "," $916,000,000 ", $-   ," $97,000,000 ",Consumer Discretionary,Auto Parts & Equipment
477,DLPH,Year 2,12/31/2014," $15,499,000,000 "," $12,471,000,000 "," $1,036,000,000 ", $-   ," $94,000,000 ",Consumer Discretionary,Auto Parts & Equipment
478,DLPH,Year 3,12/31/2015," $15,165,000,000 "," $12,155,000,000 "," $1,017,000,000 ", $-   ," $93,000,000 ",Consumer Discretionary,Auto Parts & Equipment
479,DLPH,Year 4,12/31/2016," $16,661,000,000 "," $13,107,000,000 "," $1,145,000,000 ", $-   ," $134,000,000 ",Consumer Discretionary,Auto Parts & Equipment
480,DLR,Year 1,12/31/2012," $1,279,067,000 "," $461,898,000 "," $68,538,000 ", $-   ," $382,553,000 ",Real Estate,Specialized REITs
481,DLR,Year 2,12/31/2013," $1,482,259,000 "," $555,660,000 "," $69,323,000 ", $-   ," $475,464,000 ",Real Estate,Specialized REITs
482,DLR,Year 3,12/31/2014," $1,616,438,000 "," $603,321,000 "," $89,468,000 ", $-   ," $538,513,000 ",Real Estate,Specialized REITs
483,DLR,Year 4,12/31/2015," $1,763,336,000 "," $651,282,000 "," $139,616,000 ", $-   ," $570,527,000 ",Real Estate,Specialized REITs
484,DLTR,Year 1,2/2/2013," $7,394,500,000 "," $4,741,800,000 "," $1,732,600,000 ", $-   , $-   ,Consumer Discretionary,General Merchandise Stores
485,DLTR,Year 2,2/1/2014," $7,840,300,000 "," $5,050,500,000 "," $1,819,500,000 ", $-   , $-   ,Consumer Discretionary,General Merchandise Stores
486,DLTR,Year 3,1/31/2015," $8,602,200,000 "," $5,568,200,000 "," $1,993,800,000 ", $-   , $-   ,Consumer Discretionary,General Merchandise Stores
487,DLTR,Year 4,1/30/2016," $15,498,400,000 "," $10,841,700,000 "," $3,607,000,000 ", $-   , $-   ,Consumer Discretionary,General Merchandise Stores
488,DNB,Year 1,12/31/2012," $1,663,000,000 ", $-   ," $1,123,200,000 ", $-   ," $78,300,000 ",Industrials,Research & Consulting Services
489,DNB,Year 2,12/31/2013," $1,558,400,000 ", $-   ," $1,058,000,000 ", $-   ," $60,400,000 ",Industrials,Research & Consulting Services
490,DNB,Year 3,12/31/2014," $1,584,500,000 ", $-   ," $1,105,700,000 ", $-   ," $52,500,000 ",Industrials,Research & Consulting Services
491,DNB,Year 4,12/31/2015," $1,637,100,000 ", $-   ," $1,209,100,000 ", $-   ," $58,700,000 ",Industrials,Research & Consulting Services
492,DOV,Year 1,12/31/2013," $7,155,096,000 "," $4,376,505,000 "," $1,616,921,000 ", $-   , $-   ,Industrials,Industrial Machinery
493,DOV,Year 2,12/31/2014," $7,752,728,000 "," $4,778,479,000 "," $1,758,765,000 ", $-   , $-   ,Industrials,Industrial Machinery
494,DOV,Year 3,12/31/2015," $6,956,311,000 "," $4,388,167,000 "," $1,647,382,000 ", $-   , $-   ,Industrials,Industrial Machinery
495,DOV,Year 4,12/31/2016," $6,794,342,000 "," $4,322,373,000 "," $1,757,523,000 ", $-   , $-   ,Industrials,Industrial Machinery
496,DPS,Year 1,12/31/2013," $5,997,000,000 "," $2,499,000,000 "," $2,337,000,000 ", $-   ," $115,000,000 ",Consumer Staples,Soft Drinks
497,DPS,Year 2,12/31/2014," $6,121,000,000 "," $2,491,000,000 "," $2,335,000,000 ", $-   ," $115,000,000 ",Consumer Staples,Soft Drinks
498,DPS,Year 3,12/31/2015," $6,282,000,000 "," $2,559,000,000 "," $2,320,000,000 ", $-   ," $105,000,000 ",Consumer Staples,Soft Drinks
499,DPS,Year 4,12/31/2016," $6,440,000,000 "," $2,582,000,000 "," $2,326,000,000 ", $-   ," $99,000,000 ",Consumer Staples,Soft Drinks
500,DRI,Year 1,5/26/2013," $5,921,000,000 "," $4,616,600,000 "," $625,200,000 ", $-   ," $278,300,000 ",Consumer Discretionary,Restaurants
501,DRI,Year 2,5/25/2014," $6,285,600,000 "," $4,990,500,000 "," $665,400,000 ", $-   ," $304,400,000 ",Consumer Discretionary,Restaurants
502,DRI,Year 3,5/31/2015," $6,764,000,000 "," $5,341,500,000 "," $673,500,000 ", $-   ," $319,300,000 ",Consumer Discretionary,Restaurants
503,DRI,Year 4,5/29/2016," $6,933,500,000 "," $5,392,400,000 "," $622,900,000 ", $-   ," $290,200,000 ",Consumer Discretionary,Restaurants
504,DUK,Year 1,12/31/2012," $17,912,000,000 "," $11,235,000,000 "," $965,000,000 ", $-   ," $2,145,000,000 ",Utilities,Electric Utilities
505,DUK,Year 2,12/31/2013," $22,756,000,000 "," $13,545,000,000 "," $1,274,000,000 ", $-   ," $2,668,000,000 ",Utilities,Electric Utilities
506,DUK,Year 3,12/31/2014," $23,925,000,000 "," $14,323,000,000 "," $1,213,000,000 ", $-   ," $3,066,000,000 ",Utilities,Electric Utilities
507,DUK,Year 4,12/31/2015," $23,459,000,000 "," $13,728,000,000 "," $1,135,000,000 ", $-   ," $3,144,000,000 ",Utilities,Electric Utilities
508,DVA,Year 1,12/31/2012," $8,186,280,000 "," $5,583,549,000 "," $889,879,000 ", $-   ," $341,969,000 ",Health Care,Health Care Facilities
509,DVA,Year 2,12/31/2013," $11,764,050,000 "," $8,198,377,000 "," $1,516,508,000 ", $-   ," $528,737,000 ",Health Care,Health Care Facilities
510,DVA,Year 3,12/31/2014," $12,795,106,000 "," $9,119,305,000 "," $1,278,506,000 ", $-   ," $590,935,000 ",Health Care,Health Care Facilities
511,DVA,Year 4,12/31/2015," $13,781,837,000 "," $9,824,834,000 "," $1,947,135,000 ", $-   ," $638,024,000 ",Health Care,Health Care Facilities
512,DVN,Year 1,12/31/2013," $10,397,000,000 "," $2,268,000,000 "," $2,743,000,000 ", $-   ," $2,780,000,000 ",Energy,Oil & Gas Exploration & Production
513,DVN,Year 2,12/31/2014," $20,638,000,000 "," $2,332,000,000 "," $8,290,000,000 ", $-   ," $3,319,000,000 ",Energy,Oil & Gas Exploration & Production
514,DVN,Year 3,12/31/2015," $13,145,000,000 "," $2,104,000,000 "," $7,741,000,000 ", $-   ," $3,129,000,000 ",Energy,Oil & Gas Exploration & Production
515,DVN,Year 4,12/31/2016," $12,197,000,000 "," $1,582,000,000 "," $6,476,000,000 ", $-   ," $1,792,000,000 ",Energy,Oil & Gas Exploration & Production
516,EA,Year 1,3/31/2013," $3,797,000,000 "," $1,388,000,000 "," $1,078,000,000 "," $1,153,000,000 "," $30,000,000 ",Information Technology,Home Entertainment Software
517,EA,Year 2,3/31/2014," $3,575,000,000 "," $1,347,000,000 "," $1,055,000,000 "," $1,125,000,000 "," $16,000,000 ",Information Technology,Home Entertainment Software
518,EA,Year 3,3/31/2015," $4,515,000,000 "," $1,429,000,000 "," $1,030,000,000 "," $1,094,000,000 "," $14,000,000 ",Information Technology,Home Entertainment Software
519,EA,Year 4,3/31/2016," $4,396,000,000 "," $1,354,000,000 "," $1,028,000,000 "," $1,109,000,000 "," $7,000,000 ",Information Technology,Home Entertainment Software
520,EBAY,Year 1,12/31/2013," $8,257,000,000 "," $1,492,000,000 "," $3,260,000,000 "," $915,000,000 "," $136,000,000 ",Information Technology,Internet Software & Services
521,EBAY,Year 2,12/31/2014," $8,790,000,000 "," $1,663,000,000 "," $3,593,000,000 "," $983,000,000 "," $75,000,000 ",Information Technology,Internet Software & Services
522,EBAY,Year 3,12/31/2015," $8,592,000,000 "," $1,771,000,000 "," $3,660,000,000 "," $923,000,000 "," $41,000,000 ",Information Technology,Internet Software & Services
523,EBAY,Year 4,12/31/2016," $8,979,000,000 "," $2,007,000,000 "," $3,499,000,000 "," $1,114,000,000 "," $34,000,000 ",Information Technology,Internet Software & Services
524,ECL,Year 1,12/31/2012," $11,838,700,000 "," $6,385,400,000 "," $4,018,300,000 ", $-   , $-   ,Materials,Specialty Chemicals
525,ECL,Year 2,12/31/2013," $13,253,400,000 "," $7,161,200,000 "," $4,360,300,000 ", $-   , $-   ,Materials,Specialty Chemicals
526,ECL,Year 3,12/31/2014," $14,280,500,000 "," $7,679,100,000 "," $4,577,600,000 ", $-   , $-   ,Materials,Specialty Chemicals
527,ECL,Year 4,12/31/2015," $13,545,100,000 "," $7,223,500,000 "," $4,345,500,000 ", $-   , $-   ,Materials,Specialty Chemicals
528,ED,Year 1,12/31/2013," $12,354,000,000 "," $7,191,000,000 "," $1,895,000,000 ", $-   ," $1,024,000,000 ",Utilities,Electric Utilities
529,ED,Year 2,12/31/2014," $12,919,000,000 "," $7,807,000,000 "," $1,877,000,000 ", $-   ," $1,071,000,000 ",Utilities,Electric Utilities
530,ED,Year 3,12/31/2015," $12,554,000,000 "," $7,060,000,000 "," $1,937,000,000 ", $-   ," $1,130,000,000 ",Utilities,Electric Utilities
531,ED,Year 4,12/31/2016," $12,075,000,000 "," $6,357,000,000 "," $2,031,000,000 ", $-   ," $1,216,000,000 ",Utilities,Electric Utilities
