Baltimore Orioles,Mora, Melvin,"1,725,000",Outfielder
Boston Red Sox,Giambi, Jeremy,"2,000,000",Outfielder
Boston Red Sox,Damon, Johnny,"7,500,000",Outfielder
Boston Red Sox,Ramirez, Manny,"20,000,000",Outfielder
Boston Red Sox,Nixon, Trot,"4,000,000",Outfielder
Chicago White Sox,Rowand, Aaron,"320,000",Outfielder
Chicago White Sox,Rios, Armando,"450,000",Outfielder
Chicago White Sox,Lee, Carlos,"4,200,000",Outfielder
Chicago White Sox,Valentin, Jose,"5,000,000",Outfielder
Chicago White Sox,Ordonez, Magglio,"9,000,000",Outfielder
Cleveland Indians,Burks, Ellis,"7,166,667",Outfielder
Cleveland Indians,Garcia, Karim,"900,000",Outfielder
Cleveland Indians,Lawton, Matt,"6,750,000",Outfielder
Cleveland Indians,Bradley, Milton,"314,300",Outfielder
Cleveland Indians,Spencer, Shane,"600,000",Outfielder
Detroit Tigers,Higginson, Bobby,"11,850,000",Outfielder
Detroit Tigers,Young, Dmitri,"6,750,000",Outfielder
Detroit Tigers,Kingsale, Eugene,"340,000",Outfielder
Detroit Tigers,Bocachica, Hiram,"325,000",Outfielder
Kansas City Royals,Beltran, Carlos,"6,000,000",Outfielder
Kansas City Royals,Brown, Dermal,"309,500",Outfielder
Kansas City Royals,Berger, Grandon,"304,000",Outfielder
Kansas City Royals,Tucker, Michael,"2,750,000",Outfielder
Kansas City Royals,Ibanez, Raul,"3,000,000",Outfielder
Kansas City Royals,Johnson, Rontrez,"300,000",Outfielder
Minnesota Twins,Kielty, Bobby,"325,000",Outfielder
Minnesota Twins,Mohr, Dustan,"315,000",Outfielder
Minnesota Twins,Jones, Jacque,"2,750,000",Outfielder
Minnesota Twins,Cuddyer, Michael,"302,500",Outfielder
Minnesota Twins,Hunter, Torii,"4,750,000",Outfielder
New York Yankees,Williams, Bernie,"12,357,143",Outfielder
New York Yankees,Trammell, Bubba,"2,500,000",Outfielder
New York Yankees,Latham, Chris,"400,000",Outfielder
New York Yankees,Matsui, Hideki,"6,000,000",Outfielder
New York Yankees,Mondesi, Raul,"13,000,000",Outfielder
Oakland Athletics,Singleton, Chris,"1,200,000",Outfielder
Oakland Athletics,Byrnes, Eric,"300,000",Outfielder
Oakland Athletics,Dye, Jermaine,"11,666,667",Outfielder
Oakland Athletics,Gant, Ron,"350,000",Outfielder
Oakland Athletics,Long, Terrence,"2,175,000",Outfielder
Seattle Mariners,Snelling, Chris,"300,000",Outfielder
Seattle Mariners,Suzuki, Ichiro,"4,666,667",Outfielder
Seattle Mariners,Cameron, Mike,"7,416,667",Outfielder
Seattle Mariners,Winn, Randy,"3,300,000",Outfielder
Tampa Bay Devil Rays,Martin, Al,"300,000",Outfielder
Tampa Bay Devil Rays,Grieve, Ben,"5,500,000",Outfielder
Tampa Bay Devil Rays,Crawford, Carl,"300,000",Outfielder
Tampa Bay Devil Rays,Baldelli, Rocco,"300,000",Outfielder
Texas Rangers,Everett, Carl,"9,150,000",Outfielder
Texas Rangers,Glanville, Doug,"1,000,000",Outfielder
Texas Rangers,Gonzalez, Juan,"13,000,000",Outfielder
Texas Rangers,Mench, Kevin,"327,500",Outfielder
Texas Rangers,Sierra, Ruben,"600,000",Outfielder
Texas Rangers,Greer, Rusty,"7,000,000",Outfielder
Toronto Blue Jays ,Catalanotto, Frank,"2,200,000",Outfielder
Toronto Blue Jays ,Stewart, Shannon,"6,200,000",Outfielder
Toronto Blue Jays ,Wells, Vernon,"520,000",Outfielder
Anaheim Angels,Sele, Aaron,"8,166,667",Pitcher
Anaheim Angels,Weber, Ben,"375,000",Pitcher
Anaheim Angels,Donnelly, Brendan,"325,000",Pitcher
Anaheim Angels,Rodriquez, Francisco,"312,500",Pitcher
Anaheim Angels,Washburn, Jarrod,"3,875,000",Pitcher
Anaheim Angels,Lackey, John,"315,000",Pitcher
Anaheim Angels,Appier, Kevin,"11,500,000",Pitcher
Anaheim Angels,Wise, Matt,"302,500",Pitcher
Anaheim Angels,Callaway, Mickey,"302,500",Pitcher
Anaheim Angels,Ortiz, Ramon,"2,266,667",Pitcher
Anaheim Angels,Shields, Scot,"305,000",Pitcher
Anaheim Angels,Schoeneweis, Scott,"1,425,000",Pitcher
Anaheim Angels,Percival, Troy,"7,833,333",Pitcher
Baltimore Orioles,Ryan, BJ,"762,500",Pitcher
Baltimore Orioles,Groom, Buddy,"3,000,000",Pitcher
Baltimore Orioles,Bedard, Erik,"300,000",Pitcher
Baltimore Orioles,Johson, Jason,"2,900,000",Pitcher
Baltimore Orioles,Julio, Jorge,"350,000",Pitcher
Baltimore Orioles,Ligtenberg, Kerry,"1,200,000",Pitcher
Baltimore Orioles,Daal, Omar,"3,000,000",Pitcher
Baltimore Orioles,Hentgen, Pat,"1,200,000",Pitcher
Baltimore Orioles,Bauer, Rick,"325,000",Pitcher
Baltimore Orioles,Helling, Rick,"1,000,000",Pitcher
Baltimore Orioles,Lopez, Rodrigo,"325,000",Pitcher
Baltimore Orioles,Erickson, Scott,"7,030,000",Pitcher
Baltimore Orioles,Ponson, Sidney,"4,250,000",Pitcher
Baltimore Orioles,Roberts, Willis,"3,500,000",Pitcher
Boston Red Sox,Embree, Alan,"3,000,000",Pitcher
Boston Red Sox,Howry, Bobby,"1,700,000",Pitcher
Boston Red Sox,Lyon, Brandon,"309,500",Pitcher
Boston Red Sox,Fossum, Casey,"324,500",Pitcher
Boston Red Sox,Fox, Chad,"500,000",Pitcher
Boston Red Sox,Lowe, Derek,"3,625,000",Pitcher
Boston Red Sox,Gonzalez, Dicky,"300,000",Pitcher
Boston Red Sox,Burkett, John,"5,500,000",Pitcher
Boston Red Sox,White, Matt,"300,000",Pitcher
Boston Red Sox,Timlin, Mike,"1,850,000",Pitcher
Boston Red Sox,Martinez, Pedro,"15,500,000",Pitcher
Boston Red Sox,Mendoza, Ramiro,"2,900,000",Pitcher
Boston Red Sox,Person, Robert,"300,000",Pitcher
Boston Red Sox,Wakefield, Tim,"4,000,000",Pitcher
Chicago White Sox,Colon, Bartolo,"8,250,000",Pitcher
Chicago White Sox,Koch, Billy,"4,250,000",Pitcher
Chicago White Sox,Marte, Damaso,"330,000",Pitcher
Chicago White Sox,Wright, Danny,"325,000",Pitcher
Chicago White Sox,Loaiza, Esteban,"500,000",Pitcher
Chicago White Sox,Glover, Gary,"330,000",Pitcher
Chicago White Sox,Garland, Jon,"375,000",Pitcher
Chicago White Sox,Stewart, Josh,"300,000",Pitcher
Chicago White Sox,Wunsch, Kelly,"575,000",Pitcher
Chicago White Sox,Buehrle, Mark,"445,000",Pitcher
Chicago White Sox,White, Ribk,"600,000",Pitcher
Chicago White Sox,Gordon, Tom,"1,400,000",Pitcher
Cleveland Indians,Myette, Aaron,"307,500",Pitcher
Cleveland Indians,Traber, Billy,"300,000",Pitcher
Cleveland Indians,Wickman, Bob,"6,000,000",Pitcher
Cleveland Indians,Anderson, Brian,"1,500,000",Pitcher
Cleveland Indians,Sadler, Carl,"303,200",Pitcher
Cleveland Indians,Sabathia, CC,"1,100,000",Pitcher
Cleveland Indians,Lee, Cliff,"300,900",Pitcher
Cleveland Indians,Baez, Danys,"5,125,000",Pitcher
Cleveland Indians,Riske, David,"314,000",Pitcher
Cleveland Indians,Westbrook, Jake,"305,500",Pitcher
Cleveland Indians,Bere, Jason,"1,000,000",Pitcher
Cleveland Indians,Davis, Jason,"301,100",Pitcher
Cleveland Indians,Santiago, Jose,"600,000",Pitcher
Cleveland Indians,Wohlers, Mark,"2,600,000",Pitcher
Cleveland Indians,Rodriguez, Ricardo,"302,400",Pitcher
Cleveland Indians,Mulholland, Terry,"500,000",Pitcher
Detroit Tigers,Bernero, Adam,"314,000",Pitcher
Detroit Tigers,Spurling, Chris,"305,000",Pitcher
Detroit Tigers,Patterson, Danny,"2,500,000",Pitcher
Detroit Tigers,German, Franklyn,"300,000",Pitcher
Detroit Tigers,Knotts, Gary,"305,000",Pitcher
Detroit Tigers,Walker, Jamie,"360,000",Pitcher
Detroit Tigers,Bonderman, Jeremy,"300,000",Pitcher
Detroit Tigers,Anderson, Matt,"3,200,000",Pitcher
Detroit Tigers,Roney, Matt,"300,000",Pitcher
Detroit Tigers,Maroth, Mike,"309,000",Pitcher
Detroit Tigers,Cornejo, Nate,"303,000",Pitcher
Detroit Tigers,Sparks, Steve,"4,500,000",Pitcher
Detroit Tigers,Ledezma, Wilfredo,"300,000",Pitcher
Kansas City Royals,Lopez, Albie,"1,500,000",Pitcher
Kansas City Royals,George, Chris,"303,500",Pitcher
Kansas City Royals,May, Darrell,"450,000",Pitcher
Kansas City Royals,Carrasco, DJ,"300,000",Pitcher
Kansas City Royals,Grimsley, Jason,"2,000,000",Pitcher
Kansas City Royals,Affeldt, Jeremy,"313,000",Pitcher
Kansas City Royals,Wilson, Kris,"311,000",Pitcher
Kansas City Royals,Asencio, Miguel,"314,000",Pitcher
Kansas City Royals,MacDougal, Mike,"301,000",Pitcher
Kansas City Royals,Hernandez, Runelvys,"305,500",Pitcher
Kansas City Royals,Bukvich, Ryan,"304,500",Pitcher
Minnesota Twins,Radke, Brad,"8,750,000",Pitcher
Minnesota Twins,Guardado, Eddie,"2,700,000",Pitcher
Minnesota Twins,Milton, Eric,"6,000,000",Pitcher
Minnesota Twins,Romero, JC,"325,000",Pitcher
Minnesota Twins,Mays, Joe,"4,150,000",Pitcher
Minnesota Twins,Santana, Johan,"335,000",Pitcher
Minnesota Twins,Rogers, Kenny,"2,000,000",Pitcher
Minnesota Twins,Lohse, Kyle,"330,000",Pitcher
Minnesota Twins,Hawkins, Latroy,"3,000,000",Pitcher
Minnesota Twins,Fetters, Mike,"500,000",Pitcher
Minnesota Twins,Reed, Rick,"8,000,000",Pitcher
Minnesota Twins,Fiore, Tony,"330,000",Pitcher
New York Yankees,Pettitte, Andy,"11,500,000",Pitcher
New York Yankees,Osuna, Antonio,"2,400,000",Pitcher
New York Yankees,Hammond, Chris,"2,200,000",Pitcher
New York Yankees,Wells, David,"3,250,000",Pitcher
New York Yankees,Anderson, Jason,"300,000",Pitcher
New York Yankees,Weaver, Jeff,"4,150,000",Pitcher
New York Yankees,Liever, Jon,"550,000",Pitcher
New York Yankees,Contreras, Jose,"5,500,000",Pitcher
New York Yankees,Acevedo, Juan,"900,000",Pitcher
New York Yankees,Rivera, Mariano,"10,500,000",Pitcher
New York Yankees,Mussina, Mike,"12,000,000",Pitcher
New York Yankees,Clemens, Roger,"10,100,000",Pitcher
New York Yankees,Hitchcock, Sterling,"6,000,000",Pitcher
New York Yankees,Karsay, Steve,"5,000,000",Pitcher
Oakland Athletics,Zito, Barry,"1,000,000",Pitcher
Oakland Athletics,Bradford, Chad,"331,000",Pitcher
Oakland Athletics,Fikac, Jeremy,"316,000",Pitcher
Oakland Athletics,Mecir, Jim,"3,216,667",Pitcher
Oakland Athletics,Halama, John,"750,000",Pitcher
Oakland Athletics,Foulke, Keith,"6,000,000",Pitcher
Oakland Athletics,Mulder, Mark,"2,650,000",Pitcher
Oakland Athletics,Bowie, Micah,"304,000",Pitcher
Oakland Athletics,Neu, Mike,"300,000",Pitcher
Oakland Athletics,Rincon, Ricardo,"1,700,000",Pitcher
Oakland Athletics,Lilly, Ted,"335,000",Pitcher
Oakland Athletics,Hudson, Tim,"2,700,000",Pitcher
Seattle Mariners,Rhodes, Arthur,"3,500,000",Pitcher
Seattle Mariners,Garcia, Freddy,"6,875,000",Pitcher
Seattle Mariners,Meche, Gil,"325,000",Pitcher
Seattle Mariners,Carrara, Giovanni,"400,000",Pitcher
Seattle Mariners,Moyer, Jamie,"6,500,000",Pitcher
Seattle Mariners,Nelson, Jeff,"3,983,333",Pitcher
Seattle Mariners,Pineiro, Joel,"440,000",Pitcher
Seattle Mariners,Mateo, Julio,"302,500",Pitcher
Seattle Mariners,Sasaki, Kazuhiro,"8,000,000",Pitcher
Seattle Mariners,Franklin, Ryan,"425,000",Pitcher
Seattle Mariners,Hasegawa, Shigetoshi,"1,800,000",Pitcher
Tampa Bay Devil Rays,Seay, Bobby,"300,000",Pitcher
Tampa Bay Devil Rays,Colome, Jesus,"300,000",Pitcher
Tampa Bay Devil Rays,Parque, Jim,"400,000",Pitcher
Tampa Bay Devil Rays,Kennedy, Joe,"300,000",Pitcher
Tampa Bay Devil Rays,Sosa, Jorge,"300,000",Pitcher
Tampa Bay Devil Rays,Carter, Lance,"300,000",Pitcher
Tampa Bay Devil Rays,Venafro, Mike,"300,000",Pitcher
Tampa Bay Devil Rays,Bierbrodt, Nick,"300,000",Pitcher
Tampa Bay Devil Rays,McClung, Seth,"300,000",Pitcher
Tampa Bay Devil Rays,Parris, Steve,"400,000",Pitcher
Tampa Bay Devil Rays,Harper, Travis,"325,000",Pitcher
Tampa Bay Devil Rays,Zambrano, Victor,"300,000",Pitcher
Texas Rangers,Fultz, Aaron,"600,000",Pitcher
Texas Rangers,Park, Chan Ho,"13,000,000",Pitcher
Texas Rangers,Nitkowski, CJ,"550,000",Pitcher
Texas Rangers,Lewis, Colby,"302,500",Pitcher
Texas Rangers,Yan, Esteban,"1,500,000",Pitcher
Texas Rangers,Cordero, Francisco,"900,000",Pitcher
Texas Rangers,Valdes, Ismael,"2,500,000",Pitcher
Texas Rangers,Powell, Jay,"3,250,000",Pitcher
Texas Rangers,Zimmerman, Jeff,"3,366,667",Pitcher
Texas Rangers,Thomson, John,"1,300,000",Pitcher
Texas Rangers,Garcia, Reynaldo,"300,000",Pitcher
Texas Rangers,Van Poppel, Todd,"2,500,000",Pitcher
Texas Rangers,Urbina, Ugueth,"4,500,000",Pitcher
Toronto Blue Jays ,Lopez, Aquilino,"300,000",Pitcher
Toronto Blue Jays ,File, Bob,"310,000",Pitcher
Toronto Blue Jays ,Politte, Cliff,"845,000",Pitcher
Toronto Blue Jays ,Lidle, Cory,"5,350,000",Pitcher
Toronto Blue Jays ,Creek, Doug,"700,000",Pitcher
Toronto Blue Jays ,Linton, Doug,"350,000",Pitcher
Toronto Blue Jays ,Tam, Jeff,"600,000",Pitcher
Toronto Blue Jays ,Escobar, Kelvim,"3,900,000",Pitcher
Toronto Blue Jays ,Hendrickson, Mark,"302,000",Pitcher
Toronto Blue Jays ,Walker, Pete,"425,000",Pitcher
Toronto Blue Jays ,Halladay, Roy,"3,825,000",Pitcher
Toronto Blue Jays ,Sturtze, Tanyon,"1,000,000",Pitcher
Toronto Blue Jays ,Miller, Trever,"305,000",Pitcher
Anaheim Angels,Kennedy, Adam,"2,270,000",Second Baseman
Boston Red Sox,Walker, Todd,"3,450,000",Second Baseman
Chicago White Sox,Graffanino, Tony,"675,000",Second Baseman
Cleveland Indians,Selby, Bill,"325,000",Second Baseman
Detroit Tigers,Santiago, Ramon,"307,000",Second Baseman
Kansas City Royals,Febles, Carlos,"775,000",Second Baseman
Minnesota Twins,Hocking, Denny,"1,000,000",Second Baseman
Minnesota Twins,Rivas, Luis,"340,000",Second Baseman
New York Yankees,Soriano, Alfonso,"800,000",Second Baseman
Oakland Athletics,Menechino, Frank,"334,500",Second Baseman
Seattle Mariners,Boone, Bret,"8,000,000",Second Baseman
Seattle Mariners,McLemore, Mark,"3,150,000",Second Baseman
Seattle Mariners,Bloomquist, Willie,"300,000",Second Baseman
Tampa Bay Devil Rays,Abernathy, Brent,"300,000",Second Baseman
Tampa Bay Devil Rays,Anderson, Marlon,"600,000",Second Baseman
Tampa Bay Devil Rays,Shumpert, Terry,"300,000",Second Baseman
Texas Rangers,Clark, Jermaine,"300,000",Second Baseman
Toronto Blue Jays ,Hudson, Orlando,"313,000",Second Baseman
Anaheim Angels,Gil, Benji,"725,000",Shortstop
Anaheim Angels,Eckstein, David,"425,000",Shortstop
Baltimore Orioles,Cruz, Deivi,"1,000,000",Shortstop
Baltimore Orioles,Hairston, Jerry,"1,550,000",Shortstop
Baltimore Orioles,Morban, Jose,"300,000",Shortstop
Boston Red Sox,Jackson, Damian,"625,000",Shortstop
Boston Red Sox,Garciaparra, Nomar,"11,000,000",Shortstop
Chicago White Sox,Jimenez, D'angelo,"345,000",Shortstop
Cleveland Indians,Phillips, Brandon,"300,900",Shortstop
Cleveland Indians,McDonald, John,"314,400",Shortstop
Cleveland Indians,Vizquel, Omar,"5,500,000",Shortstop
Cleveland Indians,Gutierrez, Ricky,"3,916,667",Shortstop
Detroit Tigers,Infante, Omar,"300,000",Shortstop
Detroit Tigers,Halter, Shane,"2,150,000",Shortstop
Kansas City Royals,Berroa, Angel,"302,000",Shortstop
Kansas City Royals,Relaford, Desi,"900,000",Shortstop
Kansas City Royals,Lopez, Mendy,"300,000",Shortstop
Minnesota Twins,Gomez, Chris,"500,000",Shortstop
Minnesota Twins,Guzman, Cristian,"2,525,000",Shortstop
New York Yankees,Jeter, Derek,"15,600,000",Shortstop
New York Yankees,Wilson, Enrique,"700,000",Shortstop
Oakland Athletics,Ellis, Mark,"307,500",Shortstop
Oakland Athletics,Tejada, Miguel,"5,125,000",Shortstop
Seattle Mariners,Guillen, Carlos,"2,500,000",Shortstop
Tampa Bay Devil Rays,Ordonez, Rey,"6,500,000",Shortstop
Texas Rangers,Rodriguez, Alex,"22,000,000",Shortstop
Texas Rangers,Young, Mike B,"415,000",Shortstop
Toronto Blue Jays ,Woodward, Chris,"775,000",Shortstop
Toronto Blue Jays ,Berg, Dave,"700,000",Shortstop
Toronto Blue Jays ,Bordick, Mike,"1,000,000",Shortstop
Anaheim Angels,Glaus, Troy,"7,250,000",Third Baseman
Baltimore Orioles,Leon, Jose,"305,000",Third Baseman
Baltimore Orioles,Batista, Tony,"6,400,000",Third Baseman
Boston Red Sox,Mueller, Bill,"2,100,000",Third Baseman
Boston Red Sox,Hillenbrand, Shea,"407,500",Third Baseman
Chicago White Sox,Crede, Joe,"315,000",Third Baseman
Cleveland Indians,Blake, Casey,"330,000",Third Baseman
Detroit Tigers,Paquette, Craig,"2,625,000",Third Baseman
Detroit Tigers,Palmer, Dean,"8,500,000",Third Baseman
Detroit Tigers,Munson, Eric,"1,700,000",Third Baseman
Kansas City Royals,Randa, Joe,"4,500,000",Third Baseman
Minnesota Twins,Koskie, Corey,"3,400,000",Third Baseman
New York Yankees,Ventura, Robin,"5,000,000",Third Baseman
New York Yankees,Zeile, Todd,"1,500,000",Third Baseman
Oakland Athletics,Piatt, Adam,"322,000",Third Baseman
Oakland Athletics,Chavez, Eric,"3,675,000",Third Baseman
Seattle Mariners,Cirillo, Jeff,"6,725,000",Third Baseman
Tampa Bay Devil Rays,Huff, Aubrey,"325,000",Third Baseman
Tampa Bay Devil Rays,Rolls, Damian,"300,000",Third Baseman
Texas Rangers,Blalock, Hank,"302,500",Third Baseman
Texas Rangers,Perry, Herbert,"1,300,000",Third Baseman
Texas Rangers,Teixeira, Mark,"750,000",Third Baseman
Texas Rangers,Lamb, Mike,"440,000",Third Baseman
Toronto Blue Jays ,Hinske, Eric,"600,000",Third Baseman
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,"2,253,179",
